STATE,DISTRICT,STATION,LAT,LON,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Tamil Nadu,Salem,Govt Hss Mettur,11.7918,77.8,24.4,2026-09-15,04:30:00,100.0,2026-09-14,04:30:00,2026-09-15 04:53:29,26.850000000000023,Zone 4,60.03,Zone 5,26.29,Zone 4,58.62,Zone 5,33.24,Zone 4,62.19,Zone 5,47.04,Zone 5,64.61,Zone 5,60.03,Zone 5,66.49,Zone 5
Tamil Nadu,Salem,Sandhiyur Kvk,11.5679,78.1403,24.2,2026-09-15,04:45:00,89.0,2026-09-14,04:45:00,2026-09-15 04:53:29,25.850000000000023,Zone 4,51.0,Zone 5,24.97,Zone 3,46.21,Zone 5,31.01,Zone 4,59.51,Zone 5,36.64,Zone 4,62.28,Zone 5,51.0,Zone 5,64.43,Zone 5
Tamil Nadu,Salem,Vazhapadi,11.65,78.39,24.8,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,Sivaganga,Sethu Bhaskar Agri College Kar,9.96012,78.7439,23.7,2026-09-15,04:45:00,99.0,2026-09-14,04:45:00,2026-09-15 04:53:29,25.55000000000001,Zone 4,55.64,Zone 5,24.8,Zone 3,51.0,Zone 5,31.09,Zone 4,60.51,Zone 5,38.4,Zone 5,63.15,Zone 5,55.64,Zone 5,65.2,Zone 5
Tamil Nadu,Tenkasi,Tenkasi,8.97243,77.3032,26.6,2026-09-15,04:45:00,58.0,2026-09-14,04:45:00,2026-09-15 04:53:29,27.350000000000023,Zone 4,41.03,Zone 4,26.66,Zone 4,39.92,Zone 4,31.85,Zone 4,50.62,Zone 5,36.57,Zone 4,59.95,Zone 5,41.03,Zone 4,62.37,Zone 5
Tamil Nadu,The Nilgiris,Coonoor,11.36,76.805,15.2,2026-09-15,04:45:00,93.0,2026-09-14,04:45:00,2026-09-15 04:53:29,15.25,Zone 3,28.73,Zone 4,13.96,Zone 2,28.03,Zone 4,21.22,Zone 3,32.09,Zone 4,24.85,Zone 3,35.94,Zone 4,28.73,Zone 4,44.62,Zone 5
Tamil Nadu,Tiruchirappalli,Thuvakudi Isro,10.750757,78.827776,23.8,2026-09-15,04:45:00,90.0,2026-09-14,04:45:00,2026-09-15 04:53:29,25.25,Zone 3,51.84,Zone 5,25.0,Zone 3,47.05,Zone 5,31.11,Zone 4,59.69,Zone 5,36.78,Zone 4,62.44,Zone 5,51.84,Zone 5,64.57,Zone 5
Tamil Nadu,Tirunelveli,Radhapuram,8.2669,77.6689,26.9,2026-09-15,04:45:00,79.0,2026-09-14,04:45:00,2026-09-15 04:53:29,29.55000000000001,Zone 4,59.69,Zone 5,29.07,Zone 4,57.42,Zone 5,35.44,Zone 4,61.91,Zone 5,45.42,Zone 5,64.36,Zone 5,59.69,Zone 5,66.27,Zone 5
Tamil Nadu,Tirupattur,Tirupattur Collectoroffice,12.5002,78.5662,23.7,2026-09-15,04:45:00,49.0,2026-09-14,04:45:00,2026-09-15 04:53:29,23.450000000000045,Zone 3,35.73,Zone 4,22.52,Zone 3,34.95,Zone 4,27.55,Zone 4,38.83,Zone 4,31.77,Zone 4,44.02,Zone 5,35.73,Zone 4,56.02,Zone 5
Tamil Nadu,Tiruppur,Tiruppur Collector Office,11.0818,77.34,23.9,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,25.950000000000045,Zone 4,59.15,Zone 5,25.42,Zone 4,55.33,Zone 5,32.18,Zone 4,61.44,Zone 5,42.93,Zone 5,63.96,Zone 5,59.15,Zone 5,65.91,Zone 5
Tamil Nadu,Tiruvallur,Jaya Engineering Clg,13.1339,80.0452,25.6,2026-09-15,04:45:00,79.0,2026-09-14,04:45:00,2026-09-15 04:53:29,27.350000000000023,Zone 4,52.29,Zone 5,26.57,Zone 4,47.53,Zone 5,32.57,Zone 4,59.79,Zone 5,38.05,Zone 4,62.52,Zone 5,52.29,Zone 5,64.65,Zone 5
Tamil Nadu,Tiruvallur,Poonamallee,13.05,80.0833,25.6,2026-09-15,04:45:00,98.0,2026-09-14,04:45:00,2026-09-15 04:53:29,29.05000000000001,Zone 4,61.36,Zone 5,28.04,Zone 4,60.27,Zone 5,35.26,Zone 4,63.36,Zone 5,53.57,Zone 5,65.63,Zone 5,61.36,Zone 5,67.38,Zone 5
Tamil Nadu,Tiruvallur,Puzhal,13.15,80.1833,27.0,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,Tiruvallur,R.K.Pet,13.15,79.4167,25.2,2026-09-15,04:30:00,98.0,2026-09-14,04:30:00,2026-09-15 04:53:29,28.150000000000034,Zone 4,60.49,Zone 5,27.07,Zone 4,59.37,Zone 5,34.07,Zone 4,62.6,Zone 5,49.31,Zone 5,64.97,Zone 5,60.49,Zone 5,66.8,Zone 5
Tamil Nadu,Tiruvallur,Tirur Kvk,13.1198,79.9567,25.6,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,Tiruvarur,Tiruvarur,10.7766,79.6062,24.3,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,26.650000000000034,Zone 4,60.03,Zone 5,26.29,Zone 4,58.62,Zone 5,33.24,Zone 4,62.19,Zone 5,47.04,Zone 5,64.61,Zone 5,60.03,Zone 5,66.49,Zone 5
Tamil Nadu,Vellore,Virinjipuram Kvk,12.9345,79.0209,25.0,2026-09-15,04:45:00,54.0,2026-09-14,04:45:00,2026-09-15 04:53:29,25.150000000000034,Zone 3,38.2,Zone 4,24.62,Zone 3,37.26,Zone 4,29.56,Zone 4,41.37,Zone 4,34.0,Zone 4,53.78,Zone 5,38.2,Zone 4,60.31,Zone 5
Tamil Nadu,Virudhunagar,Aruppukottai Kvk,9.5561,78.0895,25.4,2026-09-15,04:30:00,94.0,2026-09-14,04:30:00,2026-09-15 04:53:29,28.25,Zone 4,60.52,Zone 5,27.68,Zone 4,59.4,Zone 5,34.6,Zone 4,62.63,Zone 5,49.45,Zone 5,64.99,Zone 5,60.52,Zone 5,66.82,Zone 5
Telangana,Kamareddy,Nagireddypet,18.1149,78.1373,23.0,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,24.75,Zone 3,53.01,Zone 5,24.29,Zone 3,48.21,Zone 5,30.26,Zone 4,59.93,Zone 5,36.15,Zone 4,62.65,Zone 5,53.01,Zone 5,64.76,Zone 5
Telangana,Karimnagar,Karimnagar,18.46,79.11,24.5,2026-09-15,04:45:00,93.0,2026-09-14,04:45:00,2026-09-15 04:53:29,26.55000000000001,Zone 4,57.54,Zone 5,25.85,Zone 4,53.1,Zone 5,32.36,Zone 4,60.95,Zone 5,40.47,Zone 5,63.54,Zone 5,57.54,Zone 5,65.54,Zone 5
Telangana,Khammam,Wyra Kvk,17.1817,80.3722,24.7,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,27.350000000000023,Zone 4,60.03,Zone 5,26.29,Zone 4,58.62,Zone 5,33.24,Zone 4,62.19,Zone 5,47.04,Zone 5,64.61,Zone 5,60.03,Zone 5,66.49,Zone 5
Telangana,Mahbubnagar,Mahbubnagar,16.75,77.99,25.0,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,27.950000000000045,Zone 4,60.9,Zone 5,27.22,Zone 4,59.79,Zone 5,34.38,Zone 4,62.96,Zone 5,51.33,Zone 5,65.28,Zone 5,60.9,Zone 5,67.07,Zone 5
Telangana,Medak,Ars Basanthpur,17.7955,77.5472,22.6,2026-09-15,04:30:00,100.0,2026-09-14,04:30:00,2026-09-15 04:53:29,24.350000000000023,Zone 3,49.49,Zone 5,23.74,Zone 3,44.71,Zone 5,29.39,Zone 4,59.19,Zone 5,35.14,Zone 4,62.0,Zone 5,49.49,Zone 5,64.19,Zone 5
Telangana,Medak,Ars Narsapur,17.6974,78.3189,22.4,2026-09-15,04:15:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Telangana,Medchal Malkajgiri,Cgwb Nagole,17.3664,78.5895,23.1,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Telangana,Medchal Malkajgiri,Kukatpally Jntu,17.4958,78.3908,24.1,2026-09-15,04:45:00,94.0,2026-09-14,04:45:00,2026-09-15 04:53:29,25.950000000000045,Zone 4,55.1,Zone 5,25.15,Zone 3,50.42,Zone 5,31.51,Zone 4,60.39,Zone 5,37.85,Zone 5,63.05,Zone 5,55.1,Zone 5,65.11,Zone 5
Telangana,Medchal Malkajgiri,Uppal,17.4,78.56,23.8,2026-09-15,04:45:00,95.0,2026-09-14,04:45:00,2026-09-15 04:53:29,25.55000000000001,Zone 4,55.88,Zone 5,25.18,Zone 3,51.26,Zone 5,31.62,Zone 4,60.57,Zone 5,38.65,Zone 5,63.2,Zone 5,55.88,Zone 5,65.24,Zone 5
Telangana,Rajanna Sircilla,Sircilla,18.2595,78.8192,23.0,2026-09-15,04:45:00,99.0,2026-09-14,04:45:00,2026-09-15 04:53:29,24.75,Zone 3,52.23,Zone 5,24.26,Zone 3,47.42,Zone 5,30.17,Zone 4,59.77,Zone 5,36.02,Zone 4,62.5,Zone 5,52.23,Zone 5,64.63,Zone 5
Telangana,Ranga Reddy,Cbit Gandipet,17.392817,78.318424,24.0,2026-09-15,04:45:00,93.0,2026-09-14,04:45:00,2026-09-15 04:53:29,25.75,Zone 4,54.31,Zone 5,25.11,Zone 3,49.58,Zone 5,31.41,Zone 4,60.22,Zone 5,37.23,Zone 4,62.9,Zone 5,54.31,Zone 5,64.98,Zone 5
Telangana,Ranga Reddy,Chevella,17.31,78.13,23.1,2026-09-15,04:45:00,97.0,2026-09-14,04:45:00,2026-09-15 04:53:29,24.75,Zone 3,50.65,Zone 5,24.18,Zone 3,45.84,Zone 5,30.0,Zone 4,59.44,Zone 5,35.75,Zone 4,62.21,Zone 5,50.65,Zone 5,64.37,Zone 5
Telangana,Ranga Reddy,Daira,17.3624,78.695,23.5,2026-09-15,04:45:00,98.0,2026-09-14,04:45:00,2026-09-15 04:53:29,25.25,Zone 3,54.88,Zone 5,24.76,Zone 3,50.18,Zone 5,30.99,Zone 4,60.34,Zone 5,37.63,Zone 5,63.01,Zone 5,54.88,Zone 5,65.07,Zone 5
Telangana,Ranga Reddy,Esci Gachibowli,17.4286,78.368,22.3,2026-09-15,04:45:00,98.0,2026-09-14,04:45:00,2026-09-15 04:53:29,23.950000000000045,Zone 3,47.94,Zone 5,23.66,Zone 3,43.22,Zone 5,29.24,Zone 4,58.5,Zone 5,34.9,Zone 4,61.72,Zone 5,47.94,Zone 5,63.94,Zone 5
Telangana,Ranga Reddy,Ghatkesar,17.4711,78.7377,22.9,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,24.650000000000034,Zone 3,53.01,Zone 5,24.29,Zone 3,48.21,Zone 5,30.26,Zone 4,59.93,Zone 5,36.15,Zone 4,62.65,Zone 5,53.01,Zone 5,64.76,Zone 5
Telangana,Ranga Reddy,Serilingampally,17.46,78.32,24.2,2026-09-15,04:45:00,99.0,2026-09-14,04:45:00,2026-09-15 04:53:29,26.450000000000045,Zone 4,58.82,Zone 5,25.36,Zone 4,54.54,Zone 5,32.06,Zone 4,61.26,Zone 5,42.03,Zone 5,63.81,Zone 5,58.82,Zone 5,65.78,Zone 5
Telangana,Sangareddy,Kandi,17.587,78.1271,23.9,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,25.950000000000045,Zone 4,59.15,Zone 5,25.42,Zone 4,55.33,Zone 5,32.18,Zone 4,61.44,Zone 5,42.93,Zone 5,63.96,Zone 5,59.15,Zone 5,65.91,Zone 5
Telangana,Siddipet,Kaveri Siddipet,17.768,78.6723,22.4,2026-09-15,04:45:00,98.0,2026-09-14,04:45:00,2026-09-15 04:53:29,24.05000000000001,Zone 3,47.94,Zone 5,23.66,Zone 3,43.22,Zone 5,29.24,Zone 4,58.5,Zone 5,34.9,Zone 4,61.72,Zone 5,47.94,Zone 5,63.94,Zone 5
Telangana,Vikarabad,Tandur,17.2433,77.5867,24.8,2026-09-15,04:45:00,69.0,2026-09-14,04:45:00,2026-09-15 04:53:29,25.650000000000034,Zone 4,40.4,Zone 4,25.28,Zone 3,39.2,Zone 4,30.76,Zone 4,51.97,Zone 5,35.71,Zone 4,60.24,Zone 5,40.4,Zone 4,62.63,Zone 5
Telangana,Wanaparthy,Horticultural University Mojer,16.4484,77.9407,26.2,2026-09-15,04:45:00,94.0,2026-09-14,04:45:00,2026-09-15 04:53:29,29.850000000000023,Zone 4,61.38,Zone 5,28.67,Zone 4,60.29,Zone 5,35.78,Zone 4,63.38,Zone 5,53.66,Zone 5,65.64,Zone 5,61.38,Zone 5,67.39,Zone 5
Telangana,Warangal Rural,Siddhapur,18.0927,79.5952,24.2,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,26.450000000000045,Zone 4,59.15,Zone 5,25.42,Zone 4,55.33,Zone 5,32.18,Zone 4,61.44,Zone 5,42.93,Zone 5,63.96,Zone 5,59.15,Zone 5,65.91,Zone 5
Tripura,Dhalai,Dholai Kvk,24.0449,91.8278,26.0,2026-09-15,04:45:00,99.0,2026-09-14,04:45:00,2026-09-15 04:53:29,29.950000000000045,Zone 4,62.46,Zone 5,29.2,Zone 4,61.39,Zone 5,38.29,Zone 5,64.32,Zone 5,58.51,Zone 5,66.45,Zone 5,62.46,Zone 5,68.1,Zone 5
Tripura,Dhalai,Gandachara,23.5945,91.8243,26.4,2026-09-15,04:45:00,99.0,2026-09-14,04:45:00,2026-09-15 04:53:29,30.950000000000045,Zone 4,63.34,Zone 5,30.36,Zone 4,62.3,Zone 5,42.95,Zone 5,65.09,Zone 5,59.93,Zone 5,67.13,Zone 5,63.34,Zone 5,68.69,Zone 5
Tripura,Gomati,Gokulpur,23.53,91.4617,27.4,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Tripura,Khowai,Khowai,24.0669,91.6142,27.2,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Tripura,Khowai,Teliamura,23.84,91.63,26.5,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,31.350000000000023,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Tripura,North Tripura,Ashapara,23.8627,92.207,26.0,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,30.150000000000034,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Tripura,North Tripura,Eden Laouge,24.0065,92.2819,26.0,2026-09-15,04:15:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Tripura,Sipahijala,Cti,23.7413,91.2728,26.9,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,32.35000000000002,Zone 4,64.46,Zone 5,31.79,Zone 4,63.45,Zone 5,49.51,Zone 5,66.07,Zone 5,61.26,Zone 5,67.97,Zone 5,64.46,Zone 5,69.54,Zone 6
Tripura,Sipahijala,Sipahijala,23.6077,91.3456,26.6,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Tripura,Sipahijala,Sonamura,23.4844,91.27,28.3,2026-09-15,04:45:00,99.0,2026-09-14,04:45:00,2026-09-15 04:53:29,39.05000000000001,Zone 5,66.94,Zone 5,38.5,Zone 5,66.03,Zone 5,60.25,Zone 5,68.25,Zone 5,64.23,Zone 5,70.54,Zone 6,66.94,Zone 5,73.99,Zone 6
Tripura,South Tripura,Sabroom,23.0114,91.7208,26.2,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,30.55000000000001,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Tripura,Unakoti,Kailashahar,24.3096,92.0069,27.2,2026-09-15,04:45:00,44.0,2026-09-14,04:45:00,2026-09-15 04:53:29,27.150000000000034,Zone 4,39.46,Zone 4,26.45,Zone 4,38.55,Zone 4,31.15,Zone 4,42.52,Zone 4,35.42,Zone 4,54.31,Zone 5,39.46,Zone 4,60.43,Zone 5
Tripura,West Tripura,Agartala Airport,23.8904,91.2441,27.3,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,33.55000000000001,Zone 4,65.36,Zone 5,33.22,Zone 4,64.38,Zone 5,54.9,Zone 5,66.86,Zone 5,62.33,Zone 5,68.65,Zone 5,65.36,Zone 5,71.14,Zone 6
Tripura,West Tripura,Dm Office West Agartala,23.829,91.2723,28.5,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Tripura,West Tripura,Hrc Nagicherra,23.8139,91.3274,26.7,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Tripura,West Tripura,Khumluwang,23.7978,91.4338,26.0,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Tripura,West Tripura,Met Agartala,23.8902,91.244,27.1,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,32.950000000000045,Zone 4,64.46,Zone 5,31.79,Zone 4,63.45,Zone 5,49.51,Zone 5,66.07,Zone 5,61.26,Zone 5,67.97,Zone 5,64.46,Zone 5,69.54,Zone 6
Tripura,West Tripura,Secretariat,23.8643,91.2916,27.7,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Uttarakhand,Almora,Chaubatia Ranikhet,29.6213,79.4591,15.7,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,16.150000000000034,Zone 3,29.56,Zone 4,14.96,Zone 3,28.76,Zone 4,21.84,Zone 3,32.99,Zone 4,25.25,Zone 3,37.39,Zone 5,29.56,Zone 4,49.42,Zone 5
Uttarakhand,Almora,Matela Kvk,29.6264,79.6309,19.9,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,21.350000000000023,Zone 3,35.8,Zone 4,20.79,Zone 3,34.6,Zone 4,25.68,Zone 4,45.37,Zone 5,30.87,Zone 4,58.37,Zone 5,35.8,Zone 4,61.39,Zone 5
Uttarakhand,Chamoli,Chamoli,30.4,79.3167,20.0,2026-09-15,04:45:00,83.0,2026-09-14,04:45:00,2026-09-15 04:53:29,20.75,Zone 3,34.29,Zone 4,19.97,Zone 3,33.32,Zone 4,25.12,Zone 3,37.71,Zone 4,29.81,Zone 4,49.58,Zone 5,34.29,Zone 4,59.41,Zone 5
Uttarakhand,Chamoli,Tharali,,,,,,17.0,2026-09-14,04:45:00,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Uttarakhand,Dehradun,Hatibharkala,30.3431,78.056,22.0,2026-09-15,04:45:00,99.0,2026-09-14,04:45:00,2026-09-15 04:53:29,23.650000000000034,Zone 3,45.26,Zone 5,23.14,Zone 3,40.73,Zone 5,28.5,Zone 4,56.42,Zone 5,34.09,Zone 4,61.22,Zone 5,45.26,Zone 5,63.5,Zone 5
Uttarakhand,Dehradun,Jollygrant,30.19,78.18,27.4,2026-09-15,04:45:00,92.0,2026-09-14,04:45:00,2026-09-15 04:53:29,32.35000000000002,Zone 4,63.55,Zone 5,31.78,Zone 4,62.52,Zone 5,44.13,Zone 5,65.28,Zone 5,60.17,Zone 5,67.29,Zone 5,63.55,Zone 5,68.83,Zone 5
Uttarakhand,Dehradun,Maldevta,30.3429,78.119,6.7,2026-09-15,04:45:00,99.0,2026-09-14,04:45:00,2026-09-15 04:53:29,6.650000000000034,Zone 2,22.8,Zone 3,5.35,Zone 2,22.56,Zone 3,13.65,Zone 2,24.89,Zone 3,19.34,Zone 3,27.91,Zone 4,22.8,Zone 3,31.16,Zone 4
Uttarakhand,Dehradun,Massouri,30.48,78.05,18.6,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Uttarakhand,Dehradun,Mohakampur,30.2782,78.0744,21.8,2026-09-15,04:45:00,99.0,2026-09-14,04:45:00,2026-09-15 04:53:29,23.450000000000045,Zone 3,45.26,Zone 5,23.14,Zone 3,40.73,Zone 5,28.5,Zone 4,56.42,Zone 5,34.09,Zone 4,61.22,Zone 5,45.26,Zone 5,63.5,Zone 5
Uttarakhand,Dehradun,Rishikesh,,,,,,96.0,2026-09-14,04:45:00,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Uttarakhand,Haridwar,Roorkee Amfu,29.84,77.92,24.3,2026-09-15,04:45:00,22.0,2026-09-14,04:45:00,2026-09-15 04:53:29,22.650000000000034,Zone 3,34.3,Zone 4,22.1,Zone 3,33.78,Zone 4,27.21,Zone 4,37.13,Zone 4,30.87,Zone 4,40.3,Zone 4,34.3,Zone 4,43.36,Zone 4
Uttarakhand,Nainital,Nainital(Jeolikot) Kvk,29.3455,79.4844,18.8,2026-09-15,04:45:00,99.0,2026-09-14,04:45:00,2026-09-15 04:53:29,19.950000000000045,Zone 3,34.12,Zone 4,19.5,Zone 3,33.04,Zone 4,24.71,Zone 3,39.5,Zone 5,29.39,Zone 4,53.16,Zone 5,34.12,Zone 4,60.18,Zone 5
Uttarakhand,Nainital,Th Kosiyakutoli,29.49,79.47,24.5,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,27.05000000000001,Zone 4,60.03,Zone 5,26.29,Zone 4,58.62,Zone 5,33.24,Zone 4,62.19,Zone 5,47.04,Zone 5,64.61,Zone 5,60.03,Zone 5,66.49,Zone 5
Uttarakhand,Pauri Garhwal,Bharsar,30.05,79.0,14.1,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,14.150000000000034,Zone 3,27.9,Zone 4,13.19,Zone 2,27.21,Zone 4,20.52,Zone 3,31.28,Zone 4,24.34,Zone 3,35.14,Zone 4,27.9,Zone 4,43.15,Zone 5
Uttarakhand,Pauri Garhwal,Srinagar Arg,30.22,78.77,26.4,2026-09-15,04:45:00,17.0,2026-09-14,04:45:00,2026-09-15 04:53:29,24.950000000000045,Zone 3,35.59,Zone 4,24.42,Zone 3,35.07,Zone 4,28.68,Zone 4,38.35,Zone 4,32.24,Zone 4,41.45,Zone 4,35.59,Zone 4,44.45,Zone 4
Uttarakhand,Rudraprayag,Rudra Prayag,30.3167,78.9667,24.1,2026-09-15,04:45:00,96.0,2026-09-14,04:45:00,2026-09-15 04:53:29,26.05000000000001,Zone 4,56.65,Zone 5,25.22,Zone 3,52.1,Zone 5,31.73,Zone 4,60.74,Zone 5,39.46,Zone 5,63.35,Zone 5,56.65,Zone 5,65.38,Zone 5
Uttarakhand,Tehri Garhwal,Devprayag,30.14,78.6,23.2,2026-09-15,04:45:00,94.0,2026-09-14,04:45:00,2026-09-15 04:53:29,24.75,Zone 3,48.25,Zone 5,24.06,Zone 3,43.52,Zone 5,29.76,Zone 4,58.73,Zone 5,35.37,Zone 4,61.78,Zone 5,48.25,Zone 5,63.99,Zone 5
Uttarakhand,Udham Singh Nagar,Kashipur Aws400,29.188,79.0109,25.3,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,28.55000000000001,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Uttarakhand,Uttarkashi,Purola,30.86,78.0,21.2,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Agra,Hydrogen Factory Bindukatra,27.17123,78.03123,27.7,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Aligarh,Quarsi Farms Quarsi,27.9024,78.0968,30.9,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Amethi,Tala Gram 400Aws,26.1758,81.7483,26.7,2026-09-15,04:45:00,65.0,2026-09-14,04:45:00,2026-09-15 04:53:29,27.950000000000045,Zone 4,45.34,Zone 5,27.11,Zone 4,41.09,Zone 4,32.6,Zone 4,56.53,Zone 5,37.61,Zone 4,61.24,Zone 5,45.34,Zone 5,63.52,Zone 5
Uttar Pradesh,Amroha,Amroha 400Aws,28.8523,78.2358,25.5,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,29.05000000000001,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Uttar Pradesh,Ayodhya,Ayodhya 400Aws,26.7518,82.1464,26.8,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,32.150000000000034,Zone 4,64.46,Zone 5,31.79,Zone 4,63.45,Zone 5,49.51,Zone 5,66.07,Zone 5,61.26,Zone 5,67.97,Zone 5,64.46,Zone 5,69.54,Zone 6
Uttar Pradesh,Ballia,Ballia  400Aws,25.8264,84.1553,26.4,2026-09-15,04:45:00,,,,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Ballia,Sukhpura Inter College Ballia,25.848502,84.092779,26.6,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,31.55000000000001,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Uttar Pradesh,Balrampur,Bcml Tulsipur Sugar Mill,27.536051,82.419945,26.2,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,30.55000000000001,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Uttar Pradesh,Banda,Banda 400Aws,,,,,,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Barabanki,Barabanki 400Aws,26.9286,81.215,26.5,2026-09-15,04:45:00,100.0,2026-09-14,04:45:00,2026-09-15 04:53:29,31.350000000000023,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
